time,close,high,low,open,volumefrom,volumeto
2014-11-14,0.78,0.78,0.78,0.78,0.0,0.0
2014-11-15,0.78,0.78,0.78,0.78,0.0,0.0
2014-11-16,0.78,0.78,0.78,0.78,0.0,0.0
2014-11-17,0.78,0.78,0.78,0.78,0.0,0.0
2014-11-18,0.78,0.78,0.78,0.78,0.0,0.0
2014-11-19,0.78,0.78,0.78,0.78,0.0,0.0
2014-11-20,0.78,0.78,0.78,0.78,0.0,0.0
2014-11-21,0.78,0.78,0.78,0.78,0.0,0.0
2014-11-22,0.78,0.78,0.78,0.78,0.0,0.0
2014-11-23,0.73,0.735,0.71,0.78,63093.07,45573.06
2014-11-24,0.752,0.765,0.725,0.73,217257.14,162053.16
2014-11-25,0.748,0.771,0.727,0.752,196942.97,147016.19
2014-11-26,0.73,0.749,0.724,0.748,157988.97,115608.54
2014-11-27,0.734,0.742,0.725,0.73,36809.96,27092.01
2014-11-28,0.738,0.74,0.721,0.734,95898.52,69900.6
2014-11-29,0.734,0.758,0.726,0.738,138274.52,102378.39
2014-11-30,0.739,0.749,0.727,0.734,87196.41,64114.38
2014-12-01,0.73,0.7461,0.7229,0.739,144644.66,105922.81
2014-12-02,0.729,0.74,0.72,0.73,84758.41,62148.25
2014-12-03,0.7209,0.73,0.7199,0.729,2928.29,2115.63
2014-12-04,0.703,0.72,0.701,0.7209,39.13,27.94
2014-12-05,0.716,0.716,0.696,0.703,17.82,12.6
2014-12-06,0.715,0.716,0.708,0.716,17.72,12.64
2014-12-07,0.72,0.726,0.712,0.715,13.74,9.898
2014-12-08,0.702,0.723,0.702,0.72,23.95,17.1
2014-12-09,0.675,0.708,0.67,0.702,11.51,7.891
2014-12-10,0.663,0.683,0.662,0.675,13.84,9.266
2014-12-11,0.66,0.681,0.658,0.663,17.72,11.86
2014-12-12,0.652,0.672,0.652,0.66,13.75,9.139
2014-12-13,0.65,0.659,0.647,0.652,17.58,11.49
2014-12-14,0.656,0.665,0.649,0.65,16.72,10.95
2014-12-15,0.639,0.657,0.63,0.656,21.53,13.88
2014-12-16,0.602,0.639,0.59,0.639,15.79,9.688
2014-12-17,0.567,0.606,0.561,0.602,16.85,9.828
2014-12-18,0.525,0.577,0.525,0.567,14.42,7.878
2014-12-19,0.528,0.543,0.514,0.525,16.16,8.516
2014-12-20,0.58,0.591,0.528,0.528,17.84,10.16
2014-12-21,0.556,0.584,0.551,0.58,21.86,12.29
2014-12-22,0.569,0.571,0.556,0.556,15.92,8.997
2014-12-23,0.564,0.574,0.555,0.569,23.06,12.97
2014-12-24,0.56,0.578,0.555,0.564,20.59,11.64
2014-12-25,0.552,0.568,0.544,0.56,17.93,9.998
2014-12-26,0.589,0.623,0.55,0.552,12.84,7.48
2014-12-27,0.575,0.602,0.545,0.589,19.43,11.28
2014-12-28,0.575,0.584,0.558,0.575,20.25,11.56
2014-12-29,0.575,0.585,0.573,0.575,17.95,10.37
2014-12-30,0.569,0.585,0.562,0.575,14.85,8.586
2014-12-31,0.583,0.583,0.566,0.569,25.56,14.72
2015-01-01,0.58,0.587,0.573,0.583,18.19,10.55
2015-01-02,0.582,0.585,0.569,0.58,16.91,9.764
2015-01-03,0.485,0.582,0.483,0.582,19.48,10.5
2015-01-04,0.469,0.521,0.462,0.485,11.88,5.911
2015-01-05,0.479,0.49,0.469,0.469,6.73,3.232
2015-01-06,0.474,0.479,0.473,0.479,0.78,0.3693
2015-01-07,0.474,0.474,0.474,0.474,0.0,0.0
2015-01-08,0.461,0.488,0.46,0.474,6.75,3.225
2015-01-09,0.464,0.466,0.422,0.461,106.16,45.37
2015-01-10,0.409,0.466,0.399,0.464,13.67,5.994
2015-01-11,0.402,0.439,0.39,0.409,12.66,5.309
2015-01-12,0.358,0.402,0.358,0.402,8.261,3.193
2015-01-13,0.314,0.437,0.314,0.358,13.6,4.557
2015-01-14,0.247,0.331,0.247,0.314,10.64,2.988
2015-01-15,0.31,0.3526,0.247,0.247,66.49,22.87
2015-01-16,0.32,0.343,0.31,0.31,11.48,3.715
2015-01-17,0.306,0.325,0.299,0.32,14.85,4.546
2015-01-18,0.319,0.33,0.303,0.306,14.82,4.685
2015-01-19,0.308,0.3236,0.308,0.319,9.615,3.03
2015-01-20,0.304,0.31,0.295,0.308,11.96,3.627
2015-01-21,0.321,0.326,0.301,0.304,8.924,2.769
2015-01-22,0.3224,0.339,0.321,0.321,11.71,3.877
2015-01-23,0.334,0.335,0.32,0.3224,17.31,5.638
2015-01-24,0.386,0.386,0.33,0.334,9.217,3.347
2015-01-25,0.477,0.48,0.386,0.386,15.49,6.986
2015-01-26,0.412,0.513,0.4018,0.477,11.26,5.029
2015-01-27,0.393,0.422,0.388,0.412,12.27,4.977
2015-01-28,0.379,0.393,0.379,0.393,3.71,1.433
2015-01-29,0.35,0.35,0.35,0.35,0.0,0.0
2015-01-30,0.35,0.35,0.35,0.35,0.0,0.0
2015-01-31,0.357,0.379,0.353,0.379,3.52,1.249
2015-02-01,0.335,0.35,0.32,0.35,0.0,0.0
2015-02-02,0.335,0.335,0.335,0.335,0.0,0.0
2015-02-03,0.35,0.721,0.344,0.357,3648.87,1278.84
2015-02-04,0.35,0.35,0.35,0.35,0.0,0.0
2015-02-05,0.317,0.35,0.312,0.35,15757.9,5043.22
2015-02-06,0.326,0.333,0.313,0.317,30771.85,9945.77
2015-02-07,0.281,0.48,0.281,0.48,0.0,0.0
2015-02-08,0.3805,0.3805,0.281,0.281,0.0,0.0
2015-02-09,0.364,0.973,0.298,0.326,1979419.19,995659.3
2015-02-10,0.372,0.448,0.325,0.364,608735.99,236314.34
2015-02-11,0.352,0.377,0.344,0.372,108156.3,38449.91
2015-02-12,0.348,0.37,0.321,0.352,60023.64,21332.42
2015-02-13,0.403,0.438,0.345,0.348,243772.99,98013.33
2015-02-14,0.422,0.426,0.397,0.403,148927.8,60506.89
2015-02-15,0.371,0.393,0.37,0.422,81202.98,30792.18
2015-02-16,0.381,0.395,0.364,0.371,157796.47,60431.4
2015-02-17,0.391,0.406,0.381,0.381,47448.97,18570.31
2015-02-18,0.374,0.393,0.37,0.391,50518.03,19265.35
2015-02-19,0.382,0.39,0.376,0.374,36456.43,13918.73
2015-02-20,0.382,0.394,0.375,0.382,57650.44,22163.04
2015-02-21,0.383,0.384,0.375,0.382,11138.76,4241.86
2015-02-22,0.364,0.384,0.352,0.383,52101.21,18902.33
2015-02-23,0.37,0.37,0.358,0.364,19047.55,6912.75
2015-02-24,0.373,0.377,0.363,0.37,12587.88,4654.43
2015-02-25,0.367,0.373,0.364,0.373,11416.49,4196.88
2015-02-26,0.363,0.369,0.362,0.367,11502.07,4185.37
2015-02-27,0.384,0.395,0.362,0.363,133258.75,50523.48
2015-02-28,0.377,0.385,0.37,0.384,9483.2,3558.06
2015-03-01,0.383,0.395,0.371,0.377,18133.8,6878.56
2015-03-02,0.411,0.412,0.382,0.383,59202.17,23313.15
2015-03-03,0.404,0.414,0.387,0.411,194490.16,77942.71
2015-03-04,0.388,0.404,0.373,0.404,65072.98,25278.04
2015-03-05,0.388,0.396,0.37,0.388,56125.72,21220.99
2015-03-06,0.387,0.392,0.38,0.388,18325.6,7064.94
2015-03-07,0.394,0.405,0.387,0.387,37886.88,15004.01
2015-03-08,0.388,0.406,0.384,0.394,53072.66,20969.3
2015-03-09,0.405,0.419,0.388,0.388,71363.34,28748.17
2015-03-10,0.417,0.429,0.4,0.405,126321.22,52465.95
2015-03-11,0.413,0.419,0.403,0.417,23283.29,9560.32
2015-03-12,0.414,0.415,0.406,0.413,7827860.03,3240718.18
2015-03-13,0.41,0.412,0.405,0.414,5630.29,2295.83
2015-03-14,0.399,0.41,0.392,0.41,36024.12,14364.41
2015-03-15,0.397,0.401,0.395,0.399,13319.52,5287.91
2015-03-16,0.402,0.406,0.396,0.397,19951.6,7997.08
2015-03-17,0.389,0.404,0.384,0.402,35164.52,13834.91
2015-03-18,0.35,0.391,0.336,0.389,120045.47,43699.54
2015-03-19,0.352,0.366,0.34,0.35,35267.78,12282.65
2015-03-20,0.356,0.36,0.35,0.352,12781.0,4508.0
2015-03-21,0.35,0.359,0.338,0.356,44773.43,15802.87
2015-03-22,0.364,0.367,0.347,0.35,13016.64,4657.39
2015-03-23,0.356,0.365,0.346,0.364,17334.46,6198.61
2015-03-24,0.33,0.356,0.322,0.356,47771.54,16143.86
2015-03-25,0.332,0.338,0.32,0.33,17202.69,5643.51
2015-03-26,0.337,0.352,0.331,0.332,38466.55,13147.6
2015-03-27,0.328,0.339,0.312,0.337,64066.75,20696.39
2015-03-28,0.336,0.34,0.328,0.328,17226.8,5759.06
2015-03-29,0.321,0.336,0.312,0.336,32663.19,10645.0
2015-03-30,0.327,0.334,0.313,0.321,21512.32,7000.8
2015-03-31,0.321,0.329,0.315,0.327,14735.76,4711.04
2015-04-01,0.32,0.334,0.307,0.321,24177.29,7643.88
2015-04-02,0.321,0.332,0.315,0.32,22719.58,7331.12
2015-04-03,0.326,0.33,0.321,0.321,5511.64,1794.19
2015-04-04,0.325,0.328,0.323,0.326,2752.92,895.56
2015-04-05,0.325,0.329,0.316,0.325,18512.99,5949.2
2015-04-06,0.31,0.328,0.302,0.325,29492.38,9318.48
2015-04-07,0.305,0.313,0.292,0.31,21362.57,6422.75
2015-04-08,0.296,0.306,0.293,0.305,34823.95,10376.21
2015-04-09,0.285,0.297,0.28,0.296,21626.32,6241.64
2015-04-10,0.249,0.287,0.229,0.285,78685.63,19840.86
2015-04-11,0.249,0.258,0.241,0.249,22666.9,5637.07
2015-04-12,0.247,0.253,0.226,0.249,21202.74,4892.72
2015-04-13,0.237,0.249,0.229,0.247,32547.18,7702.84
2015-04-14,0.22,0.238,0.214,0.237,39252.97,8726.77
2015-04-15,0.219,0.229,0.214,0.22,21325.82,4672.73
2015-04-16,0.243,0.275,0.218,0.219,70724.26,17392.19
2015-04-17,0.243,0.243,0.243,0.243,0.0,0.0
2015-04-18,0.243,0.243,0.243,0.243,0.0,0.0
2015-04-19,0.228,0.235,0.224,0.243,4356.5,997.65
2015-04-20,0.227,0.234,0.224,0.228,30994.6,7032.7
2015-04-21,0.23,0.231,0.219,0.227,44335.28,10001.58
2015-04-22,0.233,0.251,0.228,0.23,32736.69,7744.96
2015-04-23,0.233,0.235,0.23,0.233,4798.17,1120.06
2015-04-24,0.23,0.234,0.227,0.233,14208.81,3270.81
2015-04-25,0.227,0.23,0.224,0.23,13507.96,3068.01
2015-04-26,0.218,0.227,0.21,0.227,36501.74,8021.81
2015-04-27,0.225,0.242,0.213,0.218,98223.67,22455.35
2015-04-28,0.224,0.24,0.22,0.225,40234.95,9274.07
2015-04-29,0.219,0.224,0.217,0.224,5959.05,1305.98
2015-04-30,0.235,0.247,0.217,0.219,56557.77,13317.4
2015-05-01,0.232,0.238,0.231,0.235,6237.79,1456.89
2015-05-02,0.233,0.234,0.228,0.232,5922.26,1367.58
2015-05-03,0.233,0.24,0.231,0.233,18482.91,4335.4
2015-05-04,0.231,0.236,0.23,0.233,10788.18,2506.19
2015-05-05,0.229,0.232,0.224,0.231,13956.39,3176.87
2015-05-06,0.22,0.229,0.219,0.229,19556.54,4334.32
2015-05-07,0.228,0.234,0.217,0.22,17892.48,4006.8
2015-05-08,0.23,0.234,0.222,0.228,12808.01,2944.15
2015-05-09,0.227,0.231,0.226,0.23,16059.95,3653.16
2015-05-10,0.228,0.232,0.226,0.227,18156.6,4150.37
2015-05-11,0.227,0.231,0.222,0.228,34433.62,7768.81
2015-05-12,0.247,0.258,0.227,0.227,80208.85,19665.36
2015-05-13,0.243,0.26,0.235,0.247,69111.57,17027.2
2015-05-14,0.243,0.245,0.235,0.243,13935.86,3345.81
2015-05-15,0.256,0.269,0.239,0.243,56871.52,14668.36
2015-05-16,0.252,0.27,0.248,0.256,64608.97,16622.07
2015-05-17,0.252,0.257,0.248,0.252,7533.55,1895.76
2015-05-18,0.262,0.276,0.251,0.252,54762.78,14644.53
2015-05-19,0.33,0.35,0.26,0.262,179264.76,55971.53
2015-05-20,0.295,0.339,0.29,0.33,81000.12,25407.97
2015-05-21,0.298,0.307,0.289,0.295,41912.84,12326.28
2015-05-22,0.315,0.32,0.292,0.298,77770.8,23943.27
2015-05-23,0.336,0.355,0.302,0.315,63795.4,21477.53
2015-05-24,0.334,0.337,0.324,0.336,15334.32,5050.26
2015-05-25,0.326,0.344,0.315,0.334,76543.05,25196.24
2015-05-26,0.33,0.336,0.321,0.326,10834.69,3570.01
2015-05-27,0.332,0.345,0.322,0.33,28577.21,9531.21
2015-05-28,0.329,0.334,0.319,0.332,27364.75,8966.28
2015-05-29,0.326,0.332,0.323,0.329,11092.68,3617.26
2015-05-30,0.32,0.327,0.315,0.326,24533.85,7869.73
2015-05-31,0.293,0.321,0.29,0.32,73391.13,22066.58
2015-06-01,0.277,0.297,0.274,0.293,94596.11,26739.3
2015-06-02,0.285,0.292,0.275,0.277,56901.57,16162.49
2015-06-03,0.288,0.293,0.285,0.285,24594.44,7113.09
2015-06-04,0.282,0.292,0.28,0.288,58682.51,16729.14
2015-06-05,0.289,0.29,0.274,0.282,29055.47,8181.28
2015-06-06,0.302,0.303,0.3,0.289,48.13,14.47
2015-06-07,0.289,0.303,0.288,0.302,19193.45,5693.97
2015-06-08,0.3018,0.3142,0.2889,0.289,40062.29,12072.39
2015-06-09,0.2535,0.3209,0.2448,0.3018,60994.34,16977.95
2015-06-10,0.2941,0.3075,0.2015,0.2535,60276.88,17747.94
2015-06-11,0.294,0.4126,0.291,0.2941,79253.15,23522.76
2015-06-12,0.2939,0.295,0.287,0.294,91888.36,26749.38
2015-06-13,0.302,0.3305,0.2863,0.2939,84920.73,25821.89
2015-06-14,0.3222,0.3276,0.2958,0.302,111627.64,35293.12
2015-06-15,0.338,0.347,0.3197,0.3222,126863.59,42223.35
2015-06-16,0.4063,0.4463,0.335,0.338,343393.13,132298.16
2015-06-17,0.3867,0.4425,0.3659,0.4063,276204.35,111590.9
2015-06-18,0.4312,0.4599,0.3374,0.3867,185585.3,76934.16
2015-06-19,0.412,0.4466,0.3578,0.4312,157369.74,61161.23
2015-06-20,0.418,0.42,0.3991,0.412,95252.53,39061.94
2015-06-21,0.385,0.4184,0.3165,0.418,70531.82,24934.8
2015-06-22,0.4267,0.4294,0.3946,0.385,83184.26,34431.99
2015-06-23,0.4161,0.4376,0.4054,0.4267,76106.19,32103.2
2015-06-24,0.3856,0.4171,0.374,0.4161,150604.45,59619.2
2015-06-25,0.3908,0.3987,0.3806,0.3856,80712.14,31705.31
2015-06-26,0.3991,0.4022,0.3881,0.3908,70867.23,28081.81
2015-06-27,0.4153,0.4176,0.3983,0.3991,76679.05,31272.52
2015-06-28,0.4082,0.419,0.4037,0.4153,115916.99,47791.77
2015-06-29,0.4737,0.481,0.4051,0.4082,285890.01,125948.59
2015-06-30,0.529,0.58,0.459,0.4737,431001.62,224596.55
2015-07-01,0.48,0.539,0.465,0.529,160865.42,78926.63
2015-07-02,0.495,0.5,0.476,0.48,64401.31,31774.67
2015-07-03,0.493,0.498,0.485,0.495,12782.67,6267.66
2015-07-04,0.508,0.51,0.485,0.493,14354.73,7137.63
2015-07-05,0.564,0.566,0.498,0.508,146252.85,77727.32
2015-07-06,0.587,0.626,0.543,0.564,272733.7,157850.51
2015-07-07,0.564,0.608,0.522,0.587,195325.21,109512.91
2015-07-08,0.588,0.6,0.541,0.564,181718.42,104941.62
2015-07-09,0.951,0.961,0.561,0.588,1209569.62,936878.13
2015-07-10,0.619,1.05,0.533,0.951,1347524.87,1084100.58
2015-07-11,0.596,0.66,0.536,0.619,202219.92,119660.74
2015-07-12,0.672,0.739,0.591,0.596,286352.22,193128.09
2015-07-13,0.623,0.702,0.543,0.672,407195.4,249464.76
2015-07-14,0.627,0.666,0.583,0.623,135200.54,85441.67
2015-07-15,0.598,0.673,0.576,0.627,139088.57,85416.76
2015-07-16,0.526,0.607,0.465,0.598,281176.73,149018.33
2015-07-17,0.511,0.511,0.506,0.526,194.34,99.3
2015-07-18,0.513,0.559,0.498,0.511,123670.46,64761.53
2015-07-19,0.49,0.519,0.482,0.513,28409.14,14235.34
2015-07-20,0.505,0.512,0.48,0.49,19568.63,9716.15
2015-07-21,0.495,0.521,0.491,0.505,37031.32,18735.3
2015-07-22,0.493,0.503,0.487,0.495,17693.97,8771.49
2015-07-23,0.4878,0.5031,0.4878,0.493,5512.4,2730.98
2015-07-24,0.538,0.584,0.45,0.4878,210159.24,109610.38
2015-07-25,0.541,0.569,0.522,0.538,40162.08,21688.19
2015-07-26,0.535,0.547,0.527,0.541,21734.51,11621.17
2015-07-27,0.532,0.542,0.504,0.535,38772.54,20395.53
2015-07-28,0.598,0.619,0.526,0.532,132349.2,75970.67
2015-07-29,0.552,0.614,0.548,0.598,105739.55,60001.74
2015-07-30,0.521,0.554,0.508,0.552,88046.39,46035.47
2015-07-31,0.51,0.539,0.503,0.521,160329.34,81629.43
2015-08-01,0.496,0.519,0.473,0.51,93821.84,46559.79
2015-08-02,0.519,0.53,0.476,0.496,46502.3,23149.86
2015-08-03,0.513,0.534,0.507,0.519,18581.78,9676.23
2015-08-04,0.51,0.52,0.5,0.513,29742.02,15169.85
2015-08-05,0.508,0.518,0.501,0.51,16498.21,8335.34
2015-08-06,0.485,0.508,0.477,0.508,57047.36,28377.28
2015-08-07,0.493,0.506,0.475,0.485,69183.87,34255.4
2015-08-08,0.438,0.496,0.438,0.493,76416.6,36343.8
2015-08-09,0.459,0.481,0.435,0.438,52422.66,23870.0
2015-08-10,0.443,0.462,0.431,0.459,63928.97,28126.77
2015-08-11,0.4629,0.464,0.438,0.443,19971.11,8972.55
2015-08-12,0.465,0.484,0.458,0.4629,54222.42,25665.4
2015-08-13,0.44,0.465,0.438,0.465,29408.96,13139.74
2015-08-14,0.447,0.456,0.437,0.44,16118.96,7229.48
2015-08-15,0.438,0.452,0.438,0.447,5360.46,2378.01
2015-08-16,0.431,0.445,0.42,0.438,54495.0,23358.22
2015-08-17,0.426,0.434,0.42,0.431,36977.76,15677.31
2015-08-18,0.395,0.426,0.395,0.426,55402.09,22365.91
2015-08-19,0.341,0.397,0.329,0.395,177743.75,62620.19
2015-08-20,0.369,0.378,0.338,0.341,65551.1,23670.07
2015-08-21,0.358,0.373,0.348,0.369,17560.38,6317.24
2015-08-22,0.354,0.361,0.345,0.358,34010.18,11907.28
2015-08-23,0.33,0.359,0.327,0.354,68722.94,23114.27
2015-08-24,0.309,0.34,0.3,0.33,91024.92,28880.53
2015-08-25,0.319,0.332,0.292,0.309,127999.11,40679.5
2015-08-26,0.322,0.348,0.314,0.319,86114.04,28468.85
2015-08-27,0.319,0.327,0.315,0.322,9308.54,2977.67
2015-08-28,0.335,0.355,0.308,0.319,59850.22,19822.82
2015-08-29,0.361,0.38,0.32,0.335,147090.53,52091.89
2015-08-30,0.354,0.365,0.345,0.361,21818.22,7747.26
2015-08-31,0.35,0.358,0.343,0.354,8710.5,3062.41
2015-09-01,0.347,0.355,0.341,0.35,10694.03,3683.57
2015-09-02,0.337,0.347,0.331,0.347,11562.9,3897.72
2015-09-03,0.332,0.338,0.324,0.337,24873.1,8218.68
2015-09-04,0.334,0.338,0.328,0.332,6472.83,2163.74
2015-09-05,0.35,0.365,0.331,0.334,50486.69,17804.55
2015-09-06,0.362,0.376,0.346,0.35,80448.51,29015.45
2015-09-07,0.393,0.403,0.355,0.362,119915.63,46145.43
2015-09-08,0.416,0.427,0.385,0.393,68571.73,27921.73
2015-09-09,0.385,0.416,0.374,0.416,35942.96,14106.82
2015-09-10,0.397,0.402,0.377,0.385,18969.81,7481.91
2015-09-11,0.388,0.404,0.384,0.397,16633.5,6524.29
2015-09-12,0.348,0.392,0.331,0.388,57458.62,20374.24
2015-09-13,0.328,0.351,0.32,0.348,79216.83,26072.9
2015-09-14,0.35,0.366,0.328,0.328,59706.25,21041.89
2015-09-15,0.348,0.355,0.343,0.35,9180.42,3208.6
2015-09-16,0.345,0.354,0.339,0.348,18458.14,6420.09
2015-09-17,0.396,0.409,0.345,0.345,72326.36,27829.22
2015-09-18,0.387,0.405,0.377,0.396,66678.91,26283.24
2015-09-19,0.385,0.395,0.375,0.387,22118.01,8529.24
2015-09-20,0.389,0.393,0.379,0.385,9804.3,3792.73
2015-09-21,0.376,0.391,0.373,0.389,12827.9,4868.54
2015-09-22,0.384,0.394,0.37,0.376,10364.62,3974.17
2015-09-23,0.38,0.388,0.371,0.384,10421.66,3950.43
2015-09-24,0.384,0.391,0.377,0.38,18295.9,7013.15
2015-09-25,0.387,0.393,0.381,0.384,7782.9,3013.01
2015-09-26,0.377,0.388,0.365,0.387,13881.49,5244.1
2015-09-27,0.377,0.383,0.375,0.377,5455.94,2053.87
2015-09-28,0.387,0.395,0.377,0.377,32793.01,12720.62
2015-09-29,0.388,0.395,0.38,0.387,22520.45,8685.62
2015-09-30,0.381,0.388,0.378,0.388,13717.16,5223.54
2015-10-01,0.373,0.385,0.372,0.381,24225.56,9122.3
2015-10-02,0.368,0.377,0.365,0.373,8757.4,3251.83
2015-10-03,0.375,0.377,0.366,0.368,7550.59,2807.91
2015-10-04,0.371,0.375,0.369,0.375,4294.63,1589.54
2015-10-05,0.371,0.376,0.369,0.371,27558.63,10194.13
2015-10-06,0.384,0.384,0.367,0.371,47162.27,17829.25
2015-10-07,0.379,0.386,0.377,0.384,31664.09,12102.46
2015-10-08,0.373,0.383,0.372,0.379,19434.87,7356.53
2015-10-09,0.374,0.378,0.372,0.373,14609.4,5492.03
2015-10-10,0.38,0.381,0.372,0.374,2159.29,813.39
2015-10-11,0.384,0.39,0.376,0.38,16351.9,6292.21
2015-10-12,0.376,0.387,0.371,0.384,14263.46,5375.93
2015-10-13,0.374,0.381,0.37,0.376,19855.32,7452.99
2015-10-14,0.372,0.38,0.371,0.374,4976.98,1869.22
2015-10-15,0.374,0.376,0.369,0.372,29082.03,10759.12
2015-10-16,0.373,0.379,0.369,0.374,24873.04,9343.65
2015-10-17,0.371,0.376,0.356,0.373,23252.26,8586.99
2015-10-18,0.362,0.376,0.359,0.371,8048.67,2944.72
2015-10-19,0.353,0.372,0.35,0.362,5512.18,1967.88
2015-10-20,0.359,0.372,0.351,0.353,8883.22,3215.87
2015-10-21,0.365,0.369,0.358,0.359,4752.21,1727.24
2015-10-22,0.359,0.369,0.352,0.365,25052.32,9006.32
2015-10-23,0.348,0.36,0.344,0.359,14178.9,4976.56
2015-10-24,0.34,0.35,0.337,0.348,19054.66,6516.02
2015-10-25,0.356,0.362,0.333,0.34,26049.3,9034.37
2015-10-26,0.346,0.358,0.34,0.356,15555.83,5426.06
2015-10-27,0.344,0.355,0.34,0.346,9806.5,3386.16
2015-10-28,0.358,0.362,0.344,0.344,10765.32,3821.05
2015-10-29,0.423,0.44,0.358,0.358,203685.46,81814.64
2015-10-30,0.407,0.428,0.385,0.423,102230.19,41834.64
2015-10-31,0.381,0.411,0.374,0.407,42616.36,16423.15
2015-11-01,0.368,0.388,0.367,0.381,43557.7,16470.06
2015-11-02,0.42,0.45,0.366,0.368,217731.78,89497.92
2015-11-03,0.46,0.502,0.406,0.42,496765.82,229951.2
2015-11-04,0.465,0.579,0.449,0.46,594032.39,308263.94
2015-11-05,0.442,0.504,0.407,0.465,263083.48,117791.53
2015-11-06,0.407,0.451,0.401,0.442,114853.4,48076.49
2015-11-07,0.42,0.433,0.407,0.407,38781.95,16448.1
2015-11-08,0.405,0.43,0.393,0.42,46865.91,19043.43
2015-11-09,0.416,0.429,0.392,0.405,46615.23,19180.88
2015-11-10,0.382,0.42,0.37,0.416,94109.76,37221.62
2015-11-11,0.366,0.387,0.357,0.382,78689.99,29084.4
2015-11-12,0.389,0.412,0.365,0.366,113360.52,43312.81
2015-11-13,0.384,0.4,0.381,0.389,31729.84,12280.83
2015-11-14,0.381,0.389,0.38,0.384,2274.19,870.48
2015-11-15,0.369,0.384,0.367,0.381,35061.87,13078.47
2015-11-16,0.396,0.405,0.367,0.369,59705.11,23115.19
2015-11-17,0.393,0.409,0.386,0.396,59525.24,23633.49
2015-11-18,0.393,0.395,0.383,0.393,4583.0,1783.77
2015-11-19,0.373,0.394,0.36,0.393,21437.08,8006.03
2015-11-20,0.376,0.382,0.3608,0.373,31505.28,11704.99
2015-11-21,0.379,0.384,0.37,0.376,9675.33,3666.67
2015-11-22,0.372,0.382,0.367,0.379,14307.07,5312.08
2015-11-23,0.369,0.377,0.369,0.372,7770.86,2900.29
2015-11-24,0.367,0.375,0.364,0.369,29291.9,10815.23
2015-11-25,0.41,0.419,0.364,0.367,191928.16,76752.57
2015-11-26,0.405,0.446,0.393,0.41,235405.71,97788.75
2015-11-27,0.412,0.43,0.4,0.405,53067.04,22058.49
2015-11-28,0.408,0.418,0.399,0.412,32813.02,13339.37
